Store,Weekly_Sales,Date,Predicted_Sales
1,1534849.64,2011-07-08,1534849.64
1,1455119.97,2011-07-15,1455119.97
1,1396926.82,2011-07-22,1396926.82
1,1352219.79,2011-07-29,1352219.79
1,1624383.75,2011-08-05,1624383.75
1,1525147.09,2011-08-12,1525147.09
1,1530761.43,2011-08-19,1530761.43
1,1464693.46,2011-08-26,1464693.46
1,1550229.22,2011-09-02,1550229.22
1,1540471.24,2011-09-09,1540471.24
1,1514259.78,2011-09-16,1514259.78
1,1380020.27,2011-09-23,1380020.27
1,1394561.83,2011-09-30,1394561.83
1,1630989.95,2011-10-07,1630989.95
1,1493525.93,2011-10-14,1493525.93
1,1502562.78,2011-10-21,1502562.78
1,1445249.09,2011-10-28,1445249.09
1,1697229.58,2011-11-04,1697229.58
1,1594938.89,2011-11-11,1594938.89
1,1539483.7,2011-11-18,1539483.7
1,2033320.66,2011-11-25,2033320.66
1,1584083.95,2011-12-02,1584083.95
1,1799682.38,2011-12-09,1799682.38
1,1881176.67,2011-12-16,1881176.67
1,2270188.99,2011-12-23,2270188.99
1,1497462.72,2011-12-30,1497462.72
2,2136989.46,2010-02-05,2136989.46
2,2137809.5,2010-02-12,2137809.5
2,2124451.54,2010-02-19,2124451.54
2,1865097.27,2010-02-26,1865097.27
2,1991013.13,2010-03-05,1991013.13
2,1990483.78,2010-03-12,1990483.78
2,1946070.88,2010-03-19,1946070.88
2,1750197.81,2010-03-26,1750197.81
2,2066187.72,2010-04-02,2066187.72
2,1954689.21,2010-04-09,1954689.21
2,1874957.94,2010-04-16,1874957.94
2,1821990.93,2010-04-23,1821990.93
2,1802450.29,2010-04-30,1802450.29
2,2042581.71,2010-05-07,2042581.71
2,1880752.36,2010-05-14,1880752.36
2,1896937.1,2010-05-21,1896937.1
2,1957113.89,2010-05-28,1957113.89
2,2102539.93,2010-06-04,2102539.93
2,2025538.76,2010-06-11,2025538.76
2,2001636.96,2010-06-18,2001636.96
2,1939927.09,2010-06-25,1939927.09
2,2003940.64,2010-07-02,2003940.64
2,1880902.62,2010-07-09,1880902.62
2,1845879.79,2010-07-16,1845879.79
2,1781717.71,2010-07-23,1781717.71
2,1804246.16,2010-07-30,1804246.16
2,1991909.98,2010-08-06,1991909.98
2,1895601.05,2010-08-13,1895601.05
2,1964335.23,2010-08-20,1964335.23
2,1863840.49,2010-08-27,1863840.49
2,1904608.09,2010-09-03,1904608.09
2,1839128.83,2010-09-10,1839128.83
2,1793903.6,2010-09-17,1793903.6
2,1724557.22,2010-09-24,1724557.22
2,1827440.43,2010-10-01,1827440.43
2,1849921.44,2010-10-08,1849921.44
2,1794355.49,2010-10-15,1794355.49
2,1737947.64,2010-10-22,1737947.64
2,1802755.11,2010-10-29,1802755.11
2,1939061.41,2010-11-05,1939061.41
2,1916812.74,2010-11-12,1916812.74
2,1956739.17,2010-11-19,1956739.17
2,2658725.29,2010-11-26,2658725.29
2,2015781.27,2010-12-03,2015781.27
2,2378726.55,2010-12-10,2378726.55
2,2609166.75,2010-12-17,2609166.75
2,3436007.68,2010-12-24,3436007.68
2,1750434.55,2010-12-31,1750434.55
2,1758050.79,2011-01-07,1758050.79
2,1744193.58,2011-01-14,1744193.58
2,1751384.9,2011-01-21,1751384.9
2,1695371.68,2011-01-28,1695371.68
2,1929346.23,2011-02-04,1929346.23
2,2168041.61,2011-02-11,2168041.61
2,2080884.82,2011-02-18,2080884.82
2,1833511.08,2011-02-25,1833511.08
2,1981607.78,2011-03-04,1981607.78
2,1879107.31,2011-03-11,1879107.31
2,1902557.66,2011-03-18,1902557.66
2,1766162.05,2011-03-25,1766162.05
2,1800171.36,2011-04-01,1800171.36
2,1847552.61,2011-04-08,1847552.61
2,1856467.84,2011-04-15,1856467.84
2,1886339.6,2011-04-22,1886339.6
2,1745545.28,2011-04-29,1745545.28
2,1837743.6,2011-05-06,1837743.6
2,1838513.07,2011-05-13,1838513.07
2,1688281.86,2011-05-20,1688281.86
2,1797732.56,2011-05-27,1797732.56
2,1933756.21,2011-06-03,1933756.21
2,1929153.16,2011-06-10,1929153.16
2,1953771.99,2011-06-17,1953771.99
2,1790925.8,2011-06-24,1790925.8
2,1866243.0,2011-07-01,1866243.0
2,1853161.99,2011-07-08,1853161.99
2,1785187.29,2011-07-15,1785187.29
2,1743816.41,2011-07-22,1743816.41
2,1680693.06,2011-07-29,1680693.06
2,1876704.26,2011-08-05,1876704.26
2,1812768.26,2011-08-12,1812768.26
2,1844094.59,2011-08-19,1844094.59
2,1821139.91,2011-08-26,1821139.91
2,1809119.7,2011-09-02,1809119.7
2,1748000.65,2011-09-09,1748000.65
2,1691439.52,2011-09-16,1691439.52
2,1669299.78,2011-09-23,1669299.78
2,1650394.44,2011-09-30,1650394.44
2,1837553.43,2011-10-07,1837553.43
2,1743882.19,2011-10-14,1743882.19
2,1834680.25,2011-10-21,1834680.25
2,1769296.25,2011-10-28,1769296.25
2,1959707.9,2011-11-04,1959707.9
2,1920725.15,2011-11-11,1920725.15
2,1902762.5,2011-11-18,1902762.5
2,2614202.3,2011-11-25,2614202.3
2,1954952.0,2011-12-02,1954952.0
2,2290549.32,2011-12-09,2290549.32
2,2432736.52,2011-12-16,2432736.52
2,3224369.8,2011-12-23,3224369.8
2,1874226.52,2011-12-30,1874226.52
3,461622.22,2010-02-05,461622.22
3,420728.96,2010-02-12,420728.96
3,421642.19,2010-02-19,421642.19
3,407204.86,2010-02-26,407204.86
3,415202.04,2010-03-05,415202.04
3,384200.69,2010-03-12,384200.69
3,375328.59,2010-03-19,375328.59
3,359949.27,2010-03-26,359949.27
3,423294.4,2010-04-02,423294.4
3,415870.28,2010-04-09,415870.28
3,354993.26,2010-04-16,354993.26
3,339976.65,2010-04-23,339976.65
3,361248.39,2010-04-30,361248.39
3,399323.86,2010-05-07,399323.86
3,384357.94,2010-05-14,384357.94
3,343763.17,2010-05-21,343763.17
3,350089.23,2010-05-28,350089.23
3,396968.8,2010-06-04,396968.8
3,355017.09,2010-06-11,355017.09
3,364076.85,2010-06-18,364076.85
3,357346.48,2010-06-25,357346.48
3,381151.72,2010-07-02,381151.72
3,349214.18,2010-07-09,349214.18
3,352728.78,2010-07-16,352728.78
3,352864.49,2010-07-23,352864.49
3,347955.05,2010-07-30,347955.05
3,402635.76,2010-08-06,402635.76
3,339597.38,2010-08-13,339597.38
3,351728.21,2010-08-20,351728.21
3,362134.09,2010-08-27,362134.09
3,366473.97,2010-09-03,366473.97
3,352260.97,2010-09-10,352260.97
3,363064.64,2010-09-17,363064.64
3,355626.87,2010-09-24,355626.87
3,358784.1,2010-10-01,358784.1
3,395107.35,2010-10-08,395107.35
3,345584.39,2010-10-15,345584.39
3,348895.98,2010-10-22,348895.98
3,348591.74,2010-10-29,348591.74
3,423175.56,2010-11-05,423175.56
3,386635.03,2010-11-12,386635.03
3,372545.32,2010-11-19,372545.32
3,565567.84,2010-11-26,565567.84
3,476420.77,2010-12-03,476420.77
3,467642.03,2010-12-10,467642.03
3,498159.39,2010-12-17,498159.39
3,605990.41,2010-12-24,605990.41
3,382677.76,2010-12-31,382677.76
3,378241.34,2011-01-07,378241.34
3,381061.1,2011-01-14,381061.1
3,350876.7,2011-01-21,350876.7
3,364866.24,2011-01-28,364866.24
3,438516.53,2011-02-04,438516.53
3,430526.21,2011-02-11,430526.21
3,432782.1,2011-02-18,432782.1
3,397211.19,2011-02-25,397211.19
3,437084.51,2011-03-04,437084.51
3,404753.3,2011-03-11,404753.3
3,392109.51,2011-03-18,392109.51
3,380683.67,2011-03-25,380683.67
3,374556.08,2011-04-01,374556.08
3,384075.31,2011-04-08,384075.31
3,366250.69,2011-04-15,366250.69
3,391860.04,2011-04-22,391860.04
3,367405.4,2011-04-29,367405.4
3,413042.12,2011-05-06,413042.12
3,386312.68,2011-05-13,386312.68
3,364603.13,2011-05-20,364603.13
3,369350.6,2011-05-27,369350.6
3,394507.84,2011-06-03,394507.84
3,391638.75,2011-06-10,391638.75
3,403423.34,2011-06-17,403423.34
3,385520.71,2011-06-24,385520.71
3,368962.72,2011-07-01,368962.72
3,395146.24,2011-07-08,395146.24
3,373454.33,2011-07-15,373454.33
3,360617.37,2011-07-22,360617.37
3,345381.29,2011-07-29,345381.29
3,409981.25,2011-08-05,409981.25
3,380376.85,2011-08-12,380376.85
3,379716.91,2011-08-19,379716.91
3,366367.55,2011-08-26,366367.55
3,375988.69,2011-09-02,375988.69
3,377347.49,2011-09-09,377347.49
3,375629.51,2011-09-16,375629.51
3,365248.94,2011-09-23,365248.94
3,368477.93,2011-09-30,368477.93
3,403342.4,2011-10-07,403342.4
3,368282.57,2011-10-14,368282.57
3,394976.36,2011-10-21,394976.36
3,389540.62,2011-10-28,389540.62
3,459443.22,2011-11-04,459443.22
3,407764.25,2011-11-11,407764.25
3,398838.97,2011-11-18,398838.97
3,556925.19,2011-11-25,556925.19
3,472511.32,2011-12-02,472511.32
3,468772.8,2011-12-09,468772.8
3,510747.62,2011-12-16,510747.62
3,551221.21,2011-12-23,551221.21
3,410553.88,2011-12-30,410553.88
4,2135143.87,2010-02-05,2135143.87
4,2188307.39,2010-02-12,2188307.39
4,2049860.26,2010-02-19,2049860.26
4,1925728.84,2010-02-26,1925728.84
4,1971057.44,2010-03-05,1971057.44
4,1894324.09,2010-03-12,1894324.09
4,1897429.36,2010-03-19,1897429.36
4,1762539.3,2010-03-26,1762539.3
4,1979247.12,2010-04-02,1979247.12
4,1818452.72,2010-04-09,1818452.72
4,1851519.69,2010-04-16,1851519.69
4,1802677.9,2010-04-23,1802677.9
4,1817273.28,2010-04-30,1817273.28
4,2000626.14,2010-05-07,2000626.14
4,1875597.28,2010-05-14,1875597.28
4,1903752.6,2010-05-21,1903752.6
4,1857533.7,2010-05-28,1857533.7
4,1903290.58,2010-06-04,1903290.58
4,1870619.23,2010-06-11,1870619.23
4,1929736.35,2010-06-18,1929736.35
4,1846651.95,2010-06-25,1846651.95
4,1881337.21,2010-07-02,1881337.21
4,1812208.22,2010-07-09,1812208.22
4,1898427.66,2010-07-16,1898427.66
4,1848426.78,2010-07-23,1848426.78
4,1796637.61,2010-07-30,1796637.61
4,1907638.58,2010-08-06,1907638.58
4,2007050.75,2010-08-13,2007050.75
4,1997181.09,2010-08-20,1997181.09
4,1848403.92,2010-08-27,1848403.92
4,1935857.58,2010-09-03,1935857.58
4,1865820.81,2010-09-10,1865820.81
4,1899959.61,2010-09-17,1899959.61
4,1810684.68,2010-09-24,1810684.68
4,1842821.02,2010-10-01,1842821.02
4,1951494.85,2010-10-08,1951494.85
4,1867345.09,2010-10-15,1867345.09
4,1927610.06,2010-10-22,1927610.06
4,1933333.0,2010-10-29,1933333.0
4,2013115.79,2010-11-05,2013115.79
4,1999794.26,2010-11-12,1999794.26
4,2097809.4,2010-11-19,2097809.4
4,2789469.45,2010-11-26,2789469.45
4,2102530.17,2010-12-03,2102530.17
4,2302504.86,2010-12-10,2302504.86
4,2740057.14,2010-12-17,2740057.14
4,3526713.39,2010-12-24,3526713.39
4,1794868.74,2010-12-31,1794868.74
4,1862476.27,2011-01-07,1862476.27
4,1865502.46,2011-01-14,1865502.46
4,1886393.94,2011-01-21,1886393.94
4,1814240.85,2011-01-28,1814240.85
4,2119086.04,2011-02-04,2119086.04
4,2187847.29,2011-02-11,2187847.29
4,2316495.56,2011-02-18,2316495.56
4,2078094.69,2011-02-25,2078094.69
4,2103455.75,2011-03-04,2103455.75
4,2039818.41,2011-03-11,2039818.41
4,2116475.38,2011-03-18,2116475.38
4,1944164.32,2011-03-25,1944164.32
4,1900246.47,2011-04-01,1900246.47
4,2074953.46,2011-04-08,2074953.46
4,1960587.76,2011-04-15,1960587.76
4,2220600.76,2011-04-22,2220600.76
4,1878167.44,2011-04-29,1878167.44
4,2063682.76,2011-05-06,2063682.76
4,2002362.37,2011-05-13,2002362.37
4,2015563.48,2011-05-20,2015563.48
4,1986597.95,2011-05-27,1986597.95
4,2065377.15,2011-06-03,2065377.15
4,2073951.38,2011-06-10,2073951.38
4,2141210.62,2011-06-17,2141210.62
4,2008344.92,2011-06-24,2008344.92
4,2051533.53,2011-07-01,2051533.53
4,2066541.86,2011-07-08,2066541.86
4,2049046.95,2011-07-15,2049046.95
4,2036231.39,2011-07-22,2036231.39
4,1989674.07,2011-07-29,1989674.07
4,2160057.39,2011-08-05,2160057.39
4,2105668.74,2011-08-12,2105668.74
4,2232892.1,2011-08-19,2232892.1
4,1988490.21,2011-08-26,1988490.21
4,2078420.31,2011-09-02,2078420.31
4,2093139.01,2011-09-09,2093139.01
4,2075577.33,2011-09-16,2075577.33
4,2031406.41,2011-09-23,2031406.41
4,1929486.63,2011-09-30,1929486.63
4,2166737.65,2011-10-07,2166737.65
4,2074548.85,2011-10-14,2074548.85
4,2207742.13,2011-10-21,2207742.13
4,2151659.59,2011-10-28,2151659.59
4,2281217.31,2011-11-04,2281217.31
4,2203028.96,2011-11-11,2203028.96
4,2243946.59,2011-11-18,2243946.59
4,3004702.33,2011-11-25,3004702.33
4,2180999.26,2011-12-02,2180999.26
4,2508955.24,2011-12-09,2508955.24
4,2771397.17,2011-12-16,2771397.17
4,3676388.98,2011-12-23,3676388.98
4,2007105.86,2011-12-30,2007105.86
5,317173.1,2010-02-05,317173.1
5,311825.7,2010-02-12,311825.7
5,303447.57,2010-02-19,303447.57
5,270281.63,2010-02-26,270281.63
5,288855.71,2010-03-05,288855.71
5,297293.59,2010-03-12,297293.59
5,281706.41,2010-03-19,281706.41
5,273282.97,2010-03-26,273282.97
5,331406.0,2010-04-02,331406.0
5,328020.49,2010-04-09,328020.49
5,306858.69,2010-04-16,306858.69
5,288839.73,2010-04-23,288839.73
5,298697.84,2010-04-30,298697.84
5,333522.6,2010-05-07,333522.6
5,296673.77,2010-05-14,296673.77
5,301615.49,2010-05-21,301615.49
5,310013.11,2010-05-28,310013.11
5,337825.89,2010-06-04,337825.89
5,296641.91,2010-06-11,296641.91
5,313795.6,2010-06-18,313795.6
5,295257.3,2010-06-25,295257.3
5,305993.27,2010-07-02,305993.27
5,291808.87,2010-07-09,291808.87
5,280701.7,2010-07-16,280701.7
5,274742.63,2010-07-23,274742.63
5,268929.03,2010-07-30,268929.03
5,303043.02,2010-08-06,303043.02
5,286477.35,2010-08-13,286477.35
5,287205.38,2010-08-20,287205.38
5,288519.75,2010-08-27,288519.75
5,323798.0,2010-09-03,323798.0
5,306533.08,2010-09-10,306533.08
5,282558.65,2010-09-17,282558.65
5,293131.58,2010-09-24,293131.58
5,283178.12,2010-10-01,283178.12
5,290494.85,2010-10-08,290494.85
5,280681.2,2010-10-15,280681.2
5,284988.27,2010-10-22,284988.27
5,278031.81,2010-10-29,278031.81
5,325310.3,2010-11-05,325310.3
5,301827.36,2010-11-12,301827.36
5,297384.81,2010-11-19,297384.81
5,488362.61,2010-11-26,488362.61
5,344490.88,2010-12-03,344490.88
5,352811.53,2010-12-10,352811.53
5,367801.19,2010-12-17,367801.19
5,466010.25,2010-12-24,466010.25
5,298180.18,2010-12-31,298180.18
5,286347.26,2011-01-07,286347.26
5,260636.71,2011-01-14,260636.71
5,275313.34,2011-01-21,275313.34
5,279088.39,2011-01-28,279088.39
5,329613.2,2011-02-04,329613.2
5,311590.54,2011-02-11,311590.54
5,356622.61,2011-02-18,356622.61
5,294659.5,2011-02-25,294659.5
5,329033.66,2011-03-04,329033.66
5,293098.1,2011-03-11,293098.1
5,312177.67,2011-03-18,312177.67
5,294732.5,2011-03-25,294732.5
5,314316.55,2011-04-01,314316.55
5,307333.62,2011-04-08,307333.62
5,307913.58,2011-04-15,307913.58
5,328415.44,2011-04-22,328415.44
5,307291.56,2011-04-29,307291.56
5,322904.68,2011-05-06,322904.68
5,290930.01,2011-05-13,290930.01
5,299614.33,2011-05-20,299614.33
5,297149.69,2011-05-27,297149.69
5,329183.92,2011-06-03,329183.92
5,304984.14,2011-06-10,304984.14
5,304811.82,2011-06-17,304811.82
5,302881.64,2011-06-24,302881.64
5,327093.89,2011-07-01,327093.89
5,310804.93,2011-07-08,310804.93
5,283248.62,2011-07-15,283248.62
5,292539.73,2011-07-22,292539.73
5,275142.17,2011-07-29,275142.17
5,317738.56,2011-08-05,317738.56
5,289886.16,2011-08-12,289886.16
5,303643.84,2011-08-19,303643.84
5,310338.17,2011-08-26,310338.17
5,315645.53,2011-09-02,315645.53
5,321110.22,2011-09-09,321110.22
5,278529.71,2011-09-16,278529.71
5,291024.98,2011-09-23,291024.98
5,292315.38,2011-09-30,292315.38
5,309111.47,2011-10-07,309111.47
5,286117.72,2011-10-14,286117.72
5,306069.18,2011-10-21,306069.18
5,307035.11,2011-10-28,307035.11
5,353652.23,2011-11-04,353652.23
5,311906.7,2011-11-11,311906.7
5,307944.37,2011-11-18,307944.37
5,507900.07,2011-11-25,507900.07
5,376225.61,2011-12-02,376225.61
5,367433.77,2011-12-09,367433.77
5,379530.3,2011-12-16,379530.3
5,458562.24,2011-12-23,458562.24
5,349624.88,2011-12-30,349624.88
6,1652635.1,2010-02-05,1652635.1
6,1606283.86,2010-02-12,1606283.86
6,1567138.07,2010-02-19,1567138.07
6,1432953.21,2010-02-26,1432953.21
6,1601348.82,2010-03-05,1601348.82
6,1558621.36,2010-03-12,1558621.36
6,1693058.91,2010-03-19,1693058.91
6,1472033.38,2010-03-26,1472033.38
6,1770333.9,2010-04-02,1770333.9
6,1667181.82,2010-04-09,1667181.82
6,1519846.36,2010-04-16,1519846.36
6,1540435.99,2010-04-23,1540435.99
6,1498080.16,2010-04-30,1498080.16
6,1619920.04,2010-05-07,1619920.04
6,1524059.4,2010-05-14,1524059.4
6,1531938.44,2010-05-21,1531938.44
6,1644470.66,2010-05-28,1644470.66
6,1857380.09,2010-06-04,1857380.09
6,1685652.35,2010-06-11,1685652.35
6,1677248.24,2010-06-18,1677248.24
6,1640681.88,2010-06-25,1640681.88
6,1759777.25,2010-07-02,1759777.25
6,1690317.99,2010-07-09,1690317.99
6,1560120.8,2010-07-16,1560120.8
6,1585240.92,2010-07-23,1585240.92
6,1532308.78,2010-07-30,1532308.78
6,1633241.59,2010-08-06,1633241.59
6,1547654.98,2010-08-13,1547654.98
6,1539930.5,2010-08-20,1539930.5
6,1450766.12,2010-08-27,1450766.12
6,1510925.32,2010-09-03,1510925.32
6,1424225.44,2010-09-10,1424225.44
6,1308537.75,2010-09-17,1308537.75
6,1275591.84,2010-09-24,1275591.84
6,1328468.89,2010-10-01,1328468.89
6,1360317.9,2010-10-08,1360317.9
6,1344580.92,2010-10-15,1344580.92
6,1332716.53,2010-10-22,1332716.53
6,1385323.7,2010-10-29,1385323.7
6,1505442.15,2010-11-05,1505442.15
6,1495536.46,2010-11-12,1495536.46
6,1518841.45,2010-11-19,1518841.45
6,2267452.4,2010-11-26,2267452.4
6,1677067.24,2010-12-03,1677067.24
6,1834737.58,2010-12-10,1834737.58
6,2090268.95,2010-12-17,2090268.95
6,2727575.18,2010-12-24,2727575.18
6,1464050.02,2010-12-31,1464050.02
6,1350441.68,2011-01-07,1350441.68
6,1306194.55,2011-01-14,1306194.55
6,1261253.18,2011-01-21,1261253.18
6,1287034.7,2011-01-28,1287034.7
6,1514999.17,2011-02-04,1514999.17
6,1486920.17,2011-02-11,1486920.17
6,1572117.54,2011-02-18,1572117.54
6,1422600.43,2011-02-25,1422600.43
6,1502617.99,2011-03-04,1502617.99
6,1494497.39,2011-03-11,1494497.39
6,1685375.47,2011-03-18,1685375.47
6,1438465.81,2011-03-25,1438465.81
6,1459276.77,2011-04-01,1459276.77
6,1534594.0,2011-04-08,1534594.0
6,1448797.02,2011-04-15,1448797.02
6,1639358.93,2011-04-22,1639358.93
6,1479249.9,2011-04-29,1479249.9
6,1504651.57,2011-05-06,1504651.57
6,1453185.65,2011-05-13,1453185.65
6,1382783.83,2011-05-20,1382783.83
6,1523979.11,2011-05-27,1523979.11
6,1705506.29,2011-06-03,1705506.29
6,1598643.65,2011-06-10,1598643.65
6,1622150.33,2011-06-17,1622150.33
6,1543365.9,2011-06-24,1543365.9
6,1694551.15,2011-07-01,1694551.15
6,1709373.62,2011-07-08,1709373.62
6,1526801.24,2011-07-15,1526801.24
6,1526506.08,2011-07-22,1526506.08
6,1483991.05,2011-07-29,1483991.05
6,1601584.57,2011-08-05,1601584.57
6,1484995.38,2011-08-12,1484995.38
6,1493544.04,2011-08-19,1493544.04
6,1420405.41,2011-08-26,1420405.41
6,1481618.74,2011-09-02,1481618.74
6,1483574.38,2011-09-09,1483574.38
6,1351407.79,2011-09-16,1351407.79
6,1336044.75,2011-09-23,1336044.75
6,1307551.92,2011-09-30,1307551.92
6,1481739.2,2011-10-07,1481739.2
6,1386520.99,2011-10-14,1386520.99
6,1417922.37,2011-10-21,1417922.37
6,1419445.12,2011-10-28,1419445.12
6,1523420.38,2011-11-04,1523420.38
6,1536176.54,2011-11-11,1536176.54
6,1524390.07,2011-11-18,1524390.07
6,2249811.55,2011-11-25,2249811.55
6,1688531.34,2011-12-02,1688531.34
6,1903385.14,2011-12-09,1903385.14
6,2034695.56,2011-12-16,2034695.56
6,2644633.02,2011-12-23,2644633.02
6,1598080.52,2011-12-30,1598080.52
7,496725.44,2010-02-05,496725.44
7,524104.92,2010-02-12,524104.92
7,506760.54,2010-02-19,506760.54
7,496083.24,2010-02-26,496083.24
7,491419.55,2010-03-05,491419.55
7,480452.1,2010-03-12,480452.1
7,574450.23,2010-03-19,574450.23
7,514731.6,2010-03-26,514731.6
7,561145.14,2010-04-02,561145.14
7,484263.25,2010-04-09,484263.25
7,406228.19,2010-04-16,406228.19
7,404751.25,2010-04-23,404751.25
7,373655.61,2010-04-30,373655.61
7,395453.83,2010-05-07,395453.83
7,372673.61,2010-05-14,372673.61
7,395195.65,2010-05-21,395195.65
7,442734.55,2010-05-28,442734.55
7,509183.22,2010-06-04,509183.22
7,498580.87,2010-06-11,498580.87
7,481144.09,2010-06-18,481144.09
7,553714.87,2010-06-25,553714.87
7,575570.77,2010-07-02,575570.77
7,593462.34,2010-07-09,593462.34
7,557166.35,2010-07-16,557166.35
7,570231.21,2010-07-23,570231.21
7,603547.16,2010-07-30,603547.16
7,643854.17,2010-08-06,643854.17
7,598185.4,2010-08-13,598185.4
7,582353.17,2010-08-20,582353.17
7,554309.24,2010-08-27,554309.24
7,532765.05,2010-09-03,532765.05
7,535769.32,2010-09-10,535769.32
7,489408.53,2010-09-17,489408.53
7,488008.83,2010-09-24,488008.83
7,448998.73,2010-10-01,448998.73
7,480239.88,2010-10-08,480239.88
7,463370.48,2010-10-15,463370.48
7,472450.81,2010-10-22,472450.81
7,465493.15,2010-10-29,465493.15
7,480512.44,2010-11-05,480512.44
7,507584.29,2010-11-12,507584.29
7,482528.36,2010-11-19,482528.36
7,835189.26,2010-11-26,835189.26
7,552811.62,2010-12-03,552811.62
7,599730.07,2010-12-10,599730.07
7,716388.81,2010-12-17,716388.81
7,1045124.88,2010-12-24,1045124.88
7,729572.08,2010-12-31,729572.08
7,661163.94,2011-01-07,661163.94
7,547384.9,2011-01-14,547384.9
7,521539.46,2011-01-21,521539.46
7,513372.17,2011-01-28,513372.17
7,558027.77,2011-02-04,558027.77
7,559903.13,2011-02-11,559903.13
7,572387.47,2011-02-18,572387.47
7,546690.84,2011-02-25,546690.84
7,551378.39,2011-03-04,551378.39
7,558963.83,2011-03-11,558963.83
7,635014.69,2011-03-18,635014.69
7,559061.58,2011-03-25,559061.58
7,513409.67,2011-04-01,513409.67
7,500552.16,2011-04-08,500552.16
7,423380.14,2011-04-15,423380.14
7,466594.89,2011-04-22,466594.89
7,410429.73,2011-04-29,410429.73
7,407012.47,2011-05-06,407012.47
7,414094.05,2011-05-13,414094.05
7,424670.98,2011-05-20,424670.98
7,457216.87,2011-05-27,457216.87
7,542295.37,2011-06-03,542295.37
7,621099.95,2011-06-10,621099.95
7,610991.35,2011-06-17,610991.35
7,640043.97,2011-06-24,640043.97
7,704344.21,2011-07-01,704344.21
7,761793.94,2011-07-08,761793.94
7,642748.21,2011-07-15,642748.21
7,688043.96,2011-07-22,688043.96
7,653382.62,2011-07-29,653382.62
7,695392.84,2011-08-05,695392.84
7,670670.46,2011-08-12,670670.46
7,645156.21,2011-08-19,645156.21
7,629994.47,2011-08-26,629994.47
7,592355.24,2011-09-02,592355.24
7,613135.23,2011-09-09,613135.23
7,558981.45,2011-09-16,558981.45
7,536144.81,2011-09-23,536144.81
7,488880.26,2011-09-30,488880.26
7,525866.36,2011-10-07,525866.36
7,501959.19,2011-10-14,501959.19
7,558691.43,2011-10-21,558691.43
7,527339.52,2011-10-28,527339.52
7,564536.01,2011-11-04,564536.01
